100	0.00214661
101	0.00216312
102	0.00217958
103	0.00219598
104	0.00221235
105	0.00222867
106	0.00224497
107	0.00226126
108	0.00227753
109	0.00229379
110	0.00231006
111	0.00232634
112	0.00234264
113	0.00235895
114	0.00237527
115	0.00239162
116	0.00240798
117	0.00242436
118	0.00244074
119	0.00245713
120	0.0024735
121	0.00248987
122	0.0025062
123	0.00252249
124	0.00253873
125	0.0025549
126	0.00257098
127	0.00258697
128	0.00260284
129	0.00261858
130	0.00263419
131	0.00264963
132	0.0026649
133	0.00267999
134	0.00269488
135	0.00270957
136	0.00272404
137	0.00273829
138	0.0027523
139	0.00276607
140	0.00277961
141	0.00279289
142	0.00280591
143	0.00281868
144	0.0028312
145	0.00284345
146	0.00285545
147	0.00286719
148	0.00287867
149	0.00288989
150	0.00290087
151	0.0029116
152	0.00292207
153	0.00293231
154	0.00294231
155	0.00295207
156	0.0029616
157	0.0029709
158	0.00297998
159	0.00298885
160	0.0029975
161	0.00300581
162	0.00301398
163	0.00302195
164	0.00302972
165	0.00303732
166	0.00304475
167	0.003052
168	0.00305908
169	0.003066
170	0.00307275
171	0.00307935
172	0.00308579
173	0.00309208
174	0.00309822
175	0.00310423
176	0.00311009
177	0.00311582
178	0.00312142
179	0.00312689
180	0.00313224
181	0.00313747
182	0.00314257
183	0.00314757
184	0.00315246
185	0.00315724
186	0.00316192
187	0.00316649
188	0.00317097
189	0.00317535
190	0.00317963
191	0.00318383
192	0.00318793
193	0.00319195
194	0.00319589
195	0.00319975
196	0.00320353
197	0.00320723
198	0.00321085
199	0.00321441
200	0.00321789
201	0.0032213
202	0.00322465
203	0.00322793
204	0.00323114
205	0.00323429
206	0.00323739
207	0.00324043
208	0.0032434
209	0.00324633
210	0.00324919
211	0.00325201
212	0.00325477
213	0.00325748
214	0.00326015
215	0.00326276
216	0.00326533
217	0.00326785
218	0.00327033
219	0.00327276
220	0.00327515
221	0.0032775
222	0.00327981
223	0.00328208
224	0.00328431
225	0.0032865
226	0.00328866
227	0.00329078
228	0.00329286
229	0.00329491
230	0.00329693
231	0.00329891
232	0.00330086
233	0.00330279
234	0.00330467
235	0.00330653
236	0.00330836
237	0.00331016
238	0.00331193
239	0.00331368
240	0.0033154
241	0.00331709
242	0.00331876
243	0.00332039
244	0.00332201
245	0.00332361
246	0.00332517
247	0.00332672
248	0.00332824
249	0.00332974
250	0.00333122
251	0.00333268
252	0.00333411
253	0.00333553
254	0.00333692
255	0.0033383
256	0.00333965
257	0.00334099
258	0.00334231
259	0.00334361
260	0.00334489
261	0.00334615
262	0.0033474
263	0.00334863
264	0.00334985
265	0.00335105
266	0.00335222
267	0.0033534
268	0.00335454
269	0.00335568
270	0.0033568
271	0.00335791
272	0.003359
273	0.00336008
274	0.00336114
275	0.00336219
276	0.00336323
277	0.00336425
278	0.00336527
279	0.00336626
280	0.00336725
281	0.00336823
282	0.00336919
283	0.00337014
284	0.00337108
285	0.00337201
286	0.00337292
287	0.00337383
288	0.00337472
289	0.00337561
290	0.00337648
291	0.00337735
292	0.0033782
293	0.00337904
294	0.00337988
295	0.00338071
296	0.00338152
297	0.00338232
298	0.00338312
299	0.00338391
300	0.00338469
